                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 2.0157,                 2.1862,                 1.7329,                0.20511,                0.17495,                0.11635,                0.04497,                 2.3937,                 2.6445,                 2.1694,              0.0005051,              0.0005051,              0.0005051
                    154,                 2.0199,                 2.1733,                 1.7331,                 0.2257,                0.17127,                0.12471,                0.04954,                 2.3369,                 2.5855,                 2.1242,              0.0004952,              0.0004952,              0.0004952
                    155,                 2.0172,                 2.1553,                 1.7265,                 0.1745,                0.16636,                0.10271,                 0.0396,                  2.484,                 2.6929,                 2.2361,              0.0004853,              0.0004853,              0.0004853
                    156,                 2.0193,                 2.1752,                 1.7295,                0.20354,                 0.1682,                 0.1158,                0.04772,                 2.3769,                 2.6076,                 2.1553,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.9795,                 2.1806,                 1.7207,                0.21421,                0.17388,                 0.1242,                   0.05,                 2.3706,                 2.5908,                 2.1526,              0.0004655,              0.0004655,              0.0004655
                    158,                 1.9807,                 2.1436,                 1.6972,                0.22773,                0.17925,                0.12501,                0.04895,                  2.352,                  2.583,                 2.1402,              0.0004556,              0.0004556,              0.0004556
                    159,                 1.9875,                 2.1798,                 1.7311,                0.21226,                0.17618,                0.12518,                0.04936,                 2.3587,                 2.6081,                 2.1666,              0.0004457,              0.0004457,              0.0004457
                    160,                 2.0275,                 2.1564,                 1.7329,                0.21765,                0.16882,                0.12059,                0.04546,                 2.4089,                 2.6151,                  2.184,              0.0004358,              0.0004358,              0.0004358
                    161,                 1.9695,                 2.1547,                 1.7187,                0.22956,                0.18293,                0.12534,                0.04956,                 2.3925,                 2.6023,                 2.1708,              0.0004259,              0.0004259,              0.0004259
                    162,                 1.9787,                 2.1082,                 1.7157,                0.20298,                0.18785,                0.12196,                0.04847,                 2.3907,                 2.6387,                 2.1735,               0.000416,               0.000416,               0.000416
                    163,                   1.98,                 2.1133,                  1.693,                0.21456,                0.20012,                0.12823,                0.05112,                 2.3686,                 2.5985,                  2.157,              0.0004061,              0.0004061,              0.0004061
                    164,                 1.9496,                  2.099,                 1.6946,                0.21689,                0.17986,                0.12345,                0.04595,                 2.4089,                 2.6392,                  2.182,              0.0003962,              0.0003962,              0.0003962
                    165,                 1.9678,                 2.1165,                 1.7064,                 0.2217,                 0.1725,                0.11864,                0.04374,                 2.4299,                 2.6154,                 2.1942,              0.0003863,              0.0003863,              0.0003863
                    166,                 1.9437,                 2.1356,                 1.7013,                0.24189,                0.18907,                0.12989,                0.05219,                 2.3579,                 2.5861,                 2.1558,              0.0003764,              0.0003764,              0.0003764
                    167,                 1.9654,                 2.1234,                    1.7,                0.20809,                0.19767,                0.12573,                 0.0478,                 2.3709,                 2.5992,                 2.1699,              0.0003665,              0.0003665,              0.0003665
                    168,                 1.9722,                 2.1348,                  1.709,                0.22413,                 0.1946,                0.12032,                0.04739,                 2.3993,                 2.6222,                 2.1869,              0.0003566,              0.0003566,              0.0003566
                    169,                 1.9697,                 2.1292,                 1.6953,                0.20545,                0.18109,                 0.1178,                 0.0465,                 2.4263,                 2.6221,                 2.1948,              0.0003467,              0.0003467,              0.0003467
                    170,                 1.9361,                 2.1397,                 1.6908,                 0.2087,                0.19951,                0.13051,                0.05189,                 2.3629,                 2.5947,                 2.1624,              0.0003368,              0.0003368,              0.0003368
                    171,                 1.9569,                 2.0855,                 1.6909,                0.20797,                0.17925,                0.12191,                0.04699,                 2.4039,                 2.6093,                 2.1859,              0.0003269,              0.0003269,              0.0003269
                    172,                 1.9456,                 2.0948,                 1.6759,                0.20261,                0.17066,                0.12078,                0.04803,                 2.3624,                 2.5864,                 2.1526,               0.000317,               0.000317,               0.000317
                    173,                 1.9406,                 2.0675,                 1.6688,                0.19919,                0.19767,                0.12607,                0.04884,                 2.3598,                 2.5886,                 2.1478,              0.0003071,              0.0003071,              0.0003071
                    174,                 1.9442,                 2.0621,                 1.6733,                0.22185,                0.19041,                0.12783,                0.05152,                 2.3532,                 2.5822,                 2.1494,              0.0002972,              0.0002972,              0.0002972
                    175,                 1.9391,                 2.0594,                 1.6742,                0.22029,                0.18416,                0.12337,                0.04706,                 2.4176,                 2.6111,                 2.1782,              0.0002873,              0.0002873,              0.0002873
                    176,                 1.8832,                 2.0447,                 1.6437,                0.22199,                0.17183,                0.12263,                0.04577,                 2.4278,                 2.6292,                 2.1861,              0.0002774,              0.0002774,              0.0002774
                    177,                 1.9107,                 2.0578,                 1.6606,                0.21096,                0.18846,                0.12764,                 0.0507,                 2.3945,                 2.5915,                 2.1696,              0.0002675,              0.0002675,              0.0002675
                    178,                 1.9265,                 2.0424,                 1.6678,                0.21537,                0.18723,                0.12795,                0.05237,                 2.3557,                 2.5821,                 2.1548,              0.0002576,              0.0002576,              0.0002576
                    179,                 1.9247,                 2.0607,                 1.6579,                0.25439,                 0.1682,                0.12571,                0.05022,                 2.3834,                 2.6009,                 2.1709,              0.0002477,              0.0002477,              0.0002477
                    180,                 1.9277,                 2.0409,                 1.6571,                0.22349,                0.18355,                0.12399,                0.04845,                 2.4302,                 2.6269,                 2.2044,              0.0002378,              0.0002378,              0.0002378
                    181,                 1.9297,                 2.0728,                 1.6811,                0.25547,                0.19583,                 0.1403,                0.05582,                 2.3135,                 2.5671,                 2.1265,              0.0002279,              0.0002279,              0.0002279
                    182,                 1.8891,                 2.0227,                 1.6324,                0.24374,                 0.1903,                0.13271,                0.05216,                 2.3755,                 2.5998,                 2.1632,               0.000218,               0.000218,               0.000218
                    183,                  1.895,                 2.0113,                 1.6411,                0.23338,                0.19153,                  0.132,                0.05201,                  2.374,                 2.6009,                   2.16,              0.0002081,              0.0002081,              0.0002081
                    184,                 1.8924,                 1.9927,                  1.632,                0.22855,                0.19583,                 0.1373,                0.05454,                 2.3615,                   2.58,                 2.1582,              0.0001982,              0.0001982,              0.0001982
                    185,                 1.9027,                  2.037,                 1.6582,                0.23413,                0.18048,                0.13063,                0.05238,                 2.3701,                 2.5847,                 2.1698,              0.0001883,              0.0001883,              0.0001883
                    186,                 1.9098,                 2.0313,                 1.6455,                0.24376,                 0.1725,                0.12734,                0.05133,                 2.3918,                 2.5996,                 2.1828,              0.0001784,              0.0001784,              0.0001784
                    187,                 1.9129,                 2.0202,                 1.6505,                0.20806,                 0.1989,                0.12483,                0.04896,                 2.4076,                 2.6203,                 2.1947,              0.0001685,              0.0001685,              0.0001685
                    188,                 1.8768,                 2.0202,                 1.6495,                0.22219,                0.18478,                0.12426,                0.05054,                 2.4006,                 2.6117,                 2.1866,              0.0001586,              0.0001586,              0.0001586
                    189,                 1.9102,                 2.0408,                 1.6473,                0.22559,                0.19276,                0.12816,                0.05158,                 2.4077,                 2.6152,                 2.1875,              0.0001487,              0.0001487,              0.0001487
                    190,                 1.9219,                  2.001,                 1.6442,                0.22272,                0.19398,                0.13082,                0.05284,                 2.3615,                 2.5919,                 2.1553,              0.0001388,              0.0001388,              0.0001388
                    191,                 1.9821,                 2.1639,                 1.7937,                 0.2287,                0.19276,                0.13007,                0.05502,                 2.3506,                 2.6164,                 2.1689,              0.0001289,              0.0001289,              0.0001289
                    192,                 1.9038,                 2.0638,                 1.7323,                0.21841,                0.18907,                0.12174,                0.04946,                 2.3955,                 2.6418,                 2.1971,               0.000119,               0.000119,               0.000119
                    193,                 1.8871,                 2.0239,                 1.7158,                0.22158,                0.18662,                0.12993,                0.05381,                 2.3476,                 2.5954,                 2.1575,              0.0001091,              0.0001091,              0.0001091
                    194,                 1.8576,                 1.9929,                 1.6841,                0.23935,                  0.186,                0.13585,                 0.0559,                 2.3235,                 2.5827,                 2.1383,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                  1.874,                 2.0237,                 1.7101,                0.23386,                0.18355,                0.13641,                 0.0549,                 2.3245,                 2.5711,                 2.1361,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                 1.8313,                 1.9335,                 1.6666,                0.22836,                0.18907,                0.13778,                0.05654,                  2.314,                 2.5555,                 2.1292,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 1.8447,                 1.9568,                 1.6858,                0.22435,                0.19705,                0.13702,                0.05586,                 2.3344,                 2.5621,                 2.1443,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                 1.8566,                 1.9863,                 1.6914,                0.22754,                0.18907,                0.13743,                 0.0552,                 2.3489,                 2.5641,                 2.1533,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                 1.8232,                 1.9509,                 1.6687,                0.24504,                0.18416,                0.13874,                0.05615,                 2.3327,                 2.5642,                 2.1466,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                 1.8152,                 1.9433,                 1.6738,                0.24317,                0.18785,                0.14142,                0.05847,                  2.314,                 2.5551,                 2.1318,               3.98e-05,               3.98e-05,               3.98e-05
